,fluxes
rxn00139_c0,0.0
rxn00790_c0,-0.06810071201071882
rxn05612_c0,0.0
rxn03910_c0,0.0735921210211497
rxn07976_c0,0.0
rxn00237_c0,0.0816359211661366
rxn00463_c0,0.0
rxn01912_c0,0.0
rxn00106_c0,0.0
rxn08311_c0,0.026771273511665007
rxn03919_c0,0.02149809396018939
rxn03175_c0,0.01703294281193212
rxn01365_c0,0.0
rxn10264_c0,0.0
rxn03421_c0,0.0
rxn10227_c0,0.0
rxn01146_c0,0.0
rxn05336_c0,-0.05354254702333001
rxn02375_c0,0.0
rxn09210_c0,0.006692818377916252
rxn01484_c0,0.0
rxn06022_c0,0.0
rxn01124_c0,0.0
rxn07584_c0,0.0
rxn05552_c0,0.0
rxn01416_c0,0.0
rxn05567_c0,0.0
rxn05172_c0,0.0
rxn00856_c0,0.0
rxn00132_c0,0.0
rxn01204_c0,0.0
rxn08044_c0,0.0
rxn08954_c0,0.005374523490047347
rxn08893_c0,0.0
rxn06864_c0,0.0
rxn00712_c0,0.0
rxn05681_c0,0.0
rxn08615_c0,0.0
rxn08815_c0,0.0
rxn00126_c0,0.0012060302192190737
rxn01518_c0,0.05582923163361141
rxn07980_c0,0.0
rxn08712_c0,0.005374523490047347
rxn05649_c0,0.0
rxn00719_c0,0.0
rxn01278_c0,0.0
rxn01015_c0,0.0
rxn10136_c0,0.0
rxn12844_c0,0.0
rxn08798_c0,0.0
rxn08599_c0,0.0
rxn05175_c0,0.0
rxn05034_c0,0.0
rxn08119_c0,0.0
rxn08306_c0,0.0
rxn08821_c0,0.0
rxn01883_c0,0.0
rxn00206_c0,0.0
rxn05381_c0,0.0
rxn07492_c0,0.0
rxn05340_c0,-0.0857896879636141
rxn00405_c0,0.0
rxn04704_c0,0.0
rxn00639_c0,0.0
rxn05307_c0,0.0
rxn00299_c0,0.0018090453288285846
rxn08546_c0,0.0
rxn01132_c0,0.0
rxn08900_c0,0.0
rxn10180_c0,0.0
rxn00904_c0,0.0
rxn02484_c0,0.0
rxn05671_c0,0.0
rxn02916_c0,0.0
rxn00221_c0,0.0
rxn04597_c0,0.0
rxn01133_c0,0.0
rxn12639_c0,0.0
rxn03159_c0,0.005374523490047347
rxn01000_c0,0.03320466941427216
rxn00647_c0,0.0
rxn03397_c0,0.0006030151096095369
rxn02377_c0,0.0
rxn08120_c0,0.0
rxn00363_c0,0.0
rxn08128_c0,0.0
rxn05188_c0,0.0
rxn03975_c0,0.0
rxn01281_c0,0.0
rxn01670_c0,0.0
rxn12643_c0,0.0
rxn02522_c0,0.0
rxn05183_c0,0.0
rxn00979_c0,0.0018090453288285846
rxn01706_c0,0.0
rxn09359_c0,0.0
rxn11703_c0,0.0012060302192190737
rxn01300_c0,0.08426565382051454
rxn00601_c0,0.0
rxn00411_c0,0.0
rxn02173_c0,0.0
rxn00321_c0,0.0
rxn03886_c0,0.0
rxn05217_c0,0.0
rxn04930_c0,0.0
rxn03012_c0,0.0
rxn00366_c0,0.0
rxn03908_c0,0.0735921210211497
rxn09197_c0,0.0
rxn00740_c0,0.0
rxn00838_c0,0.0483172644452975
rxn07963_c0,0.0
rxn00831_c0,0.0
rxn00748_c0,0.0
rxn01352_c0,-4.837697393523343
rxn02004_c0,0.0
rxn12634_c0,0.0
rxn00883_c0,0.0
rxn01457_c0,0.0
rxn01255_c0,0.07350116529445119
rxn05406_c0,0.0
rxn07846_c0,0.0
rxn00776_c0,0.0
rxn10155_c0,0.0
rxn05251_c0,0.0
rxn06848_c0,-0.005374523490047347
rxn05485_c0,0.0
rxn00214_c0,0.0
rxn01895_c0,0.0
rxn01211_c0,0.08513365482265095
rxn05496_c0,0.0
rxn00109_c0,0.0
rxn00527_c0,-0.026535192087326322
rxn00095_c0,0.0
rxn05322_c0,-0.0857896879636141
rxn12848_c0,0.0
rxn05151_c0,0.0
rxn00792_c0,0.0
rxn03537_c0,0.0006030151096095369
rxn01989_c0,0.0
rxn06445_c0,0.0
rxn08804_c0,0.0
rxn00966_c0,-0.0006030151096095369
rxn13782_c0,0.2148898459834189
rxn08442_c0,0.0
rxn01917_c0,0.05421867245410904
rxn01951_c0,0.0
rxn10236_c0,0.0
rxn02429_c0,0.0
rxn05501_c0,0.0
rxn03253_c0,0.0
rxn01509_c0,0.0
rxn02011_c0,0.005374523490047347
rxn01748_c0,0.0
rxn01715_c0,0.0
rxn01548_c0,0.0
rxn08528_c0,0.0006030151096095369
rxn01145_c0,0.0
rxn07978_c0,0.0
rxn09176_c0,4.138545889312371
rxn09688_c0,0.0
rxn09205_c0,0.0
rxn03269_c0,0.0
rxn03916_c0,0.02149809396018939
rxn05163_c0,0.0
rxn09201_c0,0.0
rxn05574_c0,0.0
rxn01669_c0,-0.0012060302192187233
rxn05202_c0,0.0
rxn01249_c0,0.0
rxn00508_c0,0.0
rxn11510_c0,0.0
rxn08352_c0,0.0735921210211497
rxn05615_c0,0.0
rxn09106_c0,0.020078455133748757
rxn00187_c0,0.0
rxn08850_c0,0.0
rxn00772_c0,4.893526625156954
rxn09103_c0,0.0
rxn05508_c0,0.0
rxn08812_c0,0.0
rxn00546_c0,0.0
rxn05682_c0,0.0
rxn00006_c0,0.0
rxn02503_c0,0.0
rxn05338_c0,-0.0857896879636141
rxn03135_c0,-0.01703294281193212
rxn10265_c0,0.0
rxn08310_c0,0.0
rxn00915_c0,0.0
rxn00123_c0,0.0
rxn01967_c0,0.0
rxn01515_c0,0.0
rxn10224_c0,0.0
rxn05337_c0,-0.0857896879636141
rxn10133_c0,0.0
rxn01653_c0,0.0
rxn00474_c0,0.0
rxn03147_c0,0.0674976969011093
rxn08073_c0,0.0
rxn03843_c0,0.0
rxn01842_c0,0.0
rxn07949_c0,0.0
rxn09022_c0,0.0
rxn09687_c0,0.0
rxn00606_c0,-0.02149809396018939
rxn02811_c0,-0.08066725163179102
rxn05173_c0,0.0
rxn03062_c0,0.08066725163179102
rxn00236_c0,0.0
rxn10258_c0,0.0
rxn08847_c0,0.0
rxn05608_c0,0.0
rxn01544_c0,0.0
rxn00863_c0,0.01703294281193212
rxn09113_c0,0.020078455133748757
rxn00711_c0,0.0
rxn05557_c0,0.0
rxn10184_c0,0.0
rxn01763_c0,0.0
rxn00473_c0,0.0
rxn08299_c0,0.0
rxn08711_c0,0.005374523490047347
rxn01138_c0,0.0
rxn02402_c0,-0.0012060302192187233
rxn00010_c0,0.0
rxn05673_c0,0.0
rxn05465_c0,0.6182577436671257
rxn08200_c0,0.0
rxn12845_c0,0.0
rxn00797_c0,0.05582923163361141
rxn08820_c0,0.0
rxn05494_c0,0.0
rxn03976_c0,0.0
rxn05347_c0,0.0
rxn06077_c0,0.0
rxn04413_c0,0.0
rxn00145_c0,-0.0012060302192190737
rxn08126_c0,0.0
rxn03407_c0,0.0
rxn08547_c0,0.0
rxn01404_c0,0.0
rxn00113_c0,0.0
rxn00297_c0,0.0
rxn00137_c0,0.0006030151096095369
rxn00745_c0,0.0
rxn06023_c0,0.0006030151096095369
rxn05566_c0,0.0
rxn03481_c0,0.0
rxn00611_c0,0.0
rxn05746_c0,0.0
rxn01678_c0,0.0
rxn02286_c0,0.005374523490047347
rxn00872_c0,0.0
rxn00832_c0,-0.08453063971304142
rxn04599_c0,0.0
rxn12640_c0,0.0
rxn00931_c0,0.0
rxn08470_c0,0.0
rxn09450_c0,0.0
rxn00938_c0,0.0
rxn08380_c0,0.0
rxn04938_c0,2.1397510196248923
rxn05527_c0,0.0
rxn05115_c0,0.0674976969011093
rxn00412_c0,0.0
rxn00650_c0,-0.0006030151096095369
rxn03167_c0,0.0018090453288285846
rxn00787_c0,0.0
rxn05152_c0,0.0
rxn00640_c0,0.0
rxn01103_c0,0.0
rxn01313_c0,0.0
rxn04604_c0,0.0
rxn00515_c0,0.0
rxn08846_c0,0.0
rxn03005_c0,-0.06810071200992535
rxn03437_c0,0.05196004464538855
rxn01353_c0,-4.834199659866829
rxn10235_c0,0.0
rxn12633_c0,0.0
rxn00882_c0,0.0
rxn04139_c0,0.0006030151096095369
rxn00552_c0,0.0
rxn01857_c0,0.0
rxn06723_c0,-0.010749046980094695
rxn00313_c0,0.06133773226094654
rxn02949_c0,0.0
rxn00735_c0,0.0
rxn10160_c0,0.0
rxn00775_c0,0.0
rxn02680_c0,0.0
rxn10571_c0,0.0
rxn03954_c0,0.0
rxn04750_c0,0.0
rxn08020_c0,0.0
rxn05325_c0,-0.0857896879636141
rxn08647_c0,0.0
rxn11040_c0,0.0
rxn03842_c0,0.0
rxn10168_c0,0.0
rxn05610_c0,0.0
rxn08441_c0,0.0
rxn08803_c0,0.0
rxn01053_c0,0.0
rxn02312_c0,0.0006030151096095369
rxn08025_c0,0.0
rxn03422_c0,0.0
rxn02895_c0,0.06810071201071882
rxn02934_c0,0.0
rxn04651_c0,0.0
rxn08089_c0,0.0
rxn00189_c0,0.0
rxn10269_c0,0.0
rxn02508_c0,0.010143213135195527
rxn05442_c0,0.0
rxn05402_c0,0.0
rxn09992_c0,0.0
rxn00420_c0,0.29416515120356446
rxn10253_c0,0.0
rxn10207_c0,0.0
rxn10221_c0,0.0
rxn02792_c0,0.0
rxn07979_c0,0.0
rxn08935_c0,0.0
rxn01363_c0,0.0
rxn00469_c0,0.05421867245410904
rxn10266_c0,0.0
rxn03917_c0,0.02149809396018939
rxn02804_c0,0.0
rxn05005_c0,0.0006030151096095369
rxn10203_c0,0.0
rxn01395_c0,0.0
rxn02939_c0,0.0006030151096095369
rxn00048_c0,0.0018090453288286124
rxn09315_c0,0.0
rxn05231_c0,0.0
rxn09200_c0,0.0
rxn00283_c0,0.010749046980094695
rxn03962_c0,0.0
rxn05373_c0,0.0
rxn00726_c0,0.010143213135195527
rxn00184_c0,-1.2747396530301436
rxn00379_c0,0.04804744176650731
rxn08918_c0,0.0
rxn01025_c0,0.0
rxn08851_c0,0.0
rxn05330_c0,0.0857896879636141
rxn02155_c0,0.0
rxn00304_c0,0.0
rxn09102_c0,0.0
rxn08552_c0,0.0
rxn05170_c0,0.0
rxn01390_c0,0.0
rxn02475_c0,0.0018090453288286124
rxn05339_c0,-0.0857896879636141
rxn05460_c0,0.05354254702333001
rxn09039_c0,0.0
rxn05484_c0,0.0
rxn03108_c0,0.0006030151096095282
rxn10313_c0,0.0
rxn00675_c0,0.0
rxn01018_c0,0.045080184653516715
rxn04132_c0,0.0
rxn05236_c0,0.0
rxn00914_c0,0.0
rxn08813_c0,0.0
rxn05683_c0,0.0
rxn00124_c0,0.0
rxn03990_c0,0.0
rxn08793_c0,0.0
rxn00947_c0,0.0
rxn03247_c0,0.0
rxn10210_c0,0.0
rxn00205_c0,0.0
rxn03146_c0,0.010749046980094695
rxn03893_c0,0.0006030151096095369
rxn02789_c0,0.08066725163179102
rxn01370_c0,0.0
rxn00988_c0,0.0
rxn01506_c0,0.0
rxn00410_c0,0.021570746671155577
rxn02102_c0,0.0
rxn10257_c0,0.0
rxn12510_c0,0.0012060302192185013
rxn00116_c0,0.0
rxn03933_c0,0.0
rxn08943_c0,0.0
rxn05342_c0,-0.08041516447356675
rxn00407_c0,0.0
rxn00333_c0,4.8298995331147125
rxn05146_c0,0.0
rxn05737_c0,0.0
rxn00414_c0,0.0
rxn08123_c0,0.0
rxn09110_c0,0.0
rxn05594_c0,0.0
rxn05349_c0,0.0
rxn00303_c0,0.0
rxn10182_c0,0.0
rxn05512_c0,0.0
rxn07439_c0,0.0
rxn01073_c0,0.0
rxn02405_c0,0.01612357047014204
rxn01986_c0,-4.893526625156954
rxn02200_c0,0.0018090453288285846
rxn01069_c0,0.08426565382051454
rxn00791_c0,-0.010143213135195527
rxn03150_c0,0.0006030151096095369
rxn05108_c0,0.0
rxn00065_c0,0.0
rxn00365_c0,0.0
rxn08783_c0,0.0
rxn00358_c0,0.0
rxn02321_c0,0.0
rxn09674_c0,0.0
rxn01672_c0,0.0
rxn02263_c0,0.0
rxn05181_c0,0.0
rxn05312_c0,0.0
rxn01646_c0,0.0
rxn00105_c0,0.0012060302192187233
rxn08981_c0,0.0
